parcel,zip,floor_area_SF,property_type_self_reported,energy_star_score_2017,site_eui_KBTUSF_2017,source_eui_KBTUSF_2017,percent_better_nat_med_site_eui_2017,percent_better_nat_med_source_eui_2017,total_ghg_emissions_MTCO2e_2017,total_ghg_intensity_kgCO2eSF_2017,weather_norm_site_eui_KBTUSF_2017,weather_norm_source_eui_KBTUSF_2017,total_site_energy_KBTU,log_total_site_energy_KBTU,Neighborhood.Code,Neighborhood.Code.Definition,Volume.Number,Property.Class.Code,Year.Property.Built,Number.of.Bathrooms,Number.of.Bedrooms,Number.of.Rooms,Number.of.Stories,Number.of.Units,Zoning.Code,Construction.Type,Lot.Depth,Lot.Frontage,Property.Area.in.Square.Feet,Basement.Area,Lot.Area,Lot.Code,Tax.Rate.Area.Code,Percent.of.Ownership,Closed.Roll.Misc.Exemption.Value,Closed.Roll.Homeowner.Exemption.Value,Current.Sales.Date,Closed.Roll.Assessed.Fixtures.Value,Closed.Roll.Assessed.Improvement.Value,Closed.Roll.Assessed.Land.Value,Closed.Roll.Assessed.Personal.Prop.Value,Supervisor.District,Neighborhoods...Analysis.Boundaries
3707/008,94105,15900,Other,58,51.8,109.9,-10.7,-10.7,53.3,3.4,51.8,109.9,823620,13.62146454,08I,,5,M,1949,0,NA,7,0,0,M2,D,20,0,10980,0,7200,R,1000,1,0,0,10/10/96,0,1170533,3073040,0,3,Financial District/South Beach
3733/030,94103,28000,Office,76,46.2,110.2,-23.5,-23.5,56.2,3.1,48.3,112.4,1293600,14.07293959,08I,,12,C,1900,0,NA,7,1,10,C3R,C,0,0,22330,0,6187.5,O,1000,1,0,0,,0,761482,138563,0,1,Russian Hill
3970/004,94110,1.00E+05,,99,12,36.8,-70.1,-70.1,90,0.9,12,36.8,1200000,13.99783211,08B,Financial District North,3,H2,1912,0,NA,24,7,1,C3O,B,37.5,0,99580,0,12956,R,1000,1,0,0,12/13/12,0,5464679,8729854,0,3,Financial District/South Beach
7295/038B,94132,47821,,7,129.8,275.5,184.6,184.6,402.1,8.4,129.8,275.5,6207165.8,15.64121496,01B,Inner Richmond,35,I,1929,0,NA,10,1,1,C2,B,0,0,5812,0,10000,,1000,1,0,0,,0,1327990,3278800,0,10,Visitacion Valley
3956/004,94103,27667,Office,100,20.3,54.7,-69.2,-69.2,34.1,1.4,21.5,55.9,561640.1,13.23861653,09E,Potrero Hill,26,I,1924,0,0,8,3,0,M2,C,0,0,12000,0,10000,S,1000,1,0,0,,346045,1972137,568582,10037,10,Mission Bay
3763/007,94107,39318,Office,97,29.5,75.6,-60,-60,80.7,2.1,31.1,77.3,1159881,13.96382797,09B,,25,I,1935,0,NA,0,7,1,SSO,C,0,0,41500,0,6000,R,1000,1,0,0,,0,5190357,1764116,0,6,Financial District/South Beach
3574/048,94110,14000,Other - Education,100,13.9,43.7,-69.1,-69.1,14.8,1.1,13.9,43.7,194600,12.17870145,09C,Inner ission,23,I,1900,0,0,4,2,0,CM,D,0,0,14400,0,7200,R,1000,1,1014851,0,10/9/40,0,753889,1275813,0,9,Mission
0710/014,94115,19400,Other,94,24.8,54.3,-55.9,-55.9,31.5,1.6,25.5,55.1,481120,13.083872,06D,Western Addition,5,W,1935,0,0,17,2,0,RM3,D,0,0,0,0,14910,,1000,1,815475,0,,131319,482106,160560,41490,5,Western Addition
0229/020,94111,340000,Hotel,77,61.7,130.7,-24.1,-24.1,1358.5,4,62.9,131.3,20978000,16.85898483,10A,Bayview,28,I,1926,0,NA,353,5,343,PDR2,C,0,0,73000,0,44797,O,1000,1,0,0,,0,32788128,13286293,0,10,Visitacion Valley
3571/014,94110,29154,Urgent Care/Clinic/Other Outpatient,68,51.1,144.6,-20.9,-20.9,108,3.7,51.9,145.4,1489769.4,14.2141319,09C,Inner ission,23,O,1938,0,0,90,2,1,M1,D,0,0,29154,0,24023,,1000,1,1747677,0,,0,1511752,415762,0,9,Mission
3729/024,94103,18050,Office,100,21,41.7,-71.8,-71.8,24,1.3,21.9,42.7,379050,12.8454234,08I,,3,O,1907,0,NA,15,2,1,C3R,B,20.23,0,11044,0,6000,R,1000,1,0,0,,0,568830,1348143,0,3,Financial District/South Beach
4020/001,94110,12400,Veterinary Office,39,78.9,207.2,13.4,13.4,68.7,5.5,80.1,207.4,978360,13.79363298,09C,Inner ission,26,I,1911,0,0,4,2,0,M1,C,0,0,12400,0,6211,,1000,1,0,0,7/27/10,0,444177,2090246,0,9,Mission
0296/009,94102,162214,Hotel,41,92.9,146.6,7.7,7.7,886.8,5.5,93.9,147.7,15069680.6,16.52819538,08I,,3,O,1926,313,NA,156,7,1,C3R,C,0,93.5,163640,10400,2268.75,,1000,1,0,0,3/7/90,939126,25902621,13286293,2151731,3,Nob Hill
3741/035,94105,700079,Office,89,56.7,158,-41.9,-41.9,2285.1,4.1,56.7,158,39694479.3,17.49672268,09F,South of Market,25,O,1960,0,NA,10,25,0,C3G,A,0,0,147489,0,8960,,1000,1,0,0,,0,21663280,7847574,70214,6,South of Market
0267/009,94104,14100,Office,41,75.9,140.7,9.3,9.3,66.2,4.7,75.9,140.7,1070190,13.88334676,08B,Financial District North,3,O,1910,0,0,31,11,0,C3O,A,80,0,14692,0,1600,R,1000,1,0,0,7/10/95,0,542071,731801,1480,3,Financial District/South Beach
0329/001,94102,53715,Office,69,62.6,144.9,-20.7,-20.7,224.8,4.2,64,145.9,3362559,15.02821285,08I,,3,C,1908,0,0,82,8,0,C3R,B,0,86.7,50163,0,5937,,1000,1,0,0,8/26/11,0,31861024,5573979,0,3,Financial District/South Beach
0309/020,94108,48934,Office,94,38.2,101.1,-55.2,-55.2,137.2,2.8,39.6,102.7,1869278.8,14.44106325,08I,,3,OC,1908,0,0,130,10,0,C3R,A,0,30,45260,0,4199,,1000,1,0,0,7/9/20,2111545,12819143,17722323,462178,3,Financial District/South Beach
7521/002B,94131,20405,Mixed Use Property,16,62.4,195.9,71.2,71.2,111.4,9.5,NA,NA,1273272,14.05710052,10E,Visitacion Valley,37,VR,1995,0,0,0,0,0,RH1,,0,0,0,0,1799,,1000,1,0,0,,0,0,0,0,10,Visitacion Valley
3534/057,94103,10534,,24,112.3,261.8,38.9,38.9,79.3,7.5,NA,NA,1182968.2,13.98353726,05M,Mission Dolores,23,C,1922,0,0,4,1,1,NC3,S,0,0,10500,0,15934,O,1000,1,0,0,,0,1066500,369540,0,8,Mission
3777/044,94107,15762,Office,99,19.7,49.2,-66.6,-66.6,21.4,1.4,21.4,51,310511.4,12.64597589,09D,Mission Bay,25,I,1929,0,0,11,2,0,SLI,D,0,0,15762,0,10397,,1000,1,0,0,11/8/80,0,1071504,1644762,0,6,South of Market
0310/003,94108,28660,Office,51,54.2,134.4,-2.1,-2.1,106.7,3.7,54.8,136.1,1553372,14.25593861,08I,,3,O,1907,0,0,53,8,2,C3O,A,0,0,28660,0,4216,O,1000,1,0,0,,0,637071,2389054,0,3,Financial District/South Beach
0498/029,94123,39504,Hotel,41,90.7,180.5,7,7,153.3,5.7,90.7,180.5,3583012.8,15.09171457,07A,Marina,4,M,1968,0,0,83,3,72,NC3,D,0,0,30412,0,0,,1000,1,0,0,,61651,5893076,5115520,113244,2,Marina
3706/062,94103,93140,Office,94,51.1,134.8,-53.3,-53.3,349.2,3.7,51.6,135.4,4759454,15.37564351,09C,Inner ission,26,OC,1920,0,NA,0,4,0,CM,C,0,0,99223,0,79997,O,1016,1,0,0,8/29/12,0,2715930,3549508,0,9,Mission
0174/003,94111,119099,Office,96,37.9,93.8,-56.7,-56.7,309.7,2.6,39,94.4,4513852.1,15.32266147,08B,Financial District North,2,O,1906,0,0,42,6,1,C2,C,0,0,97848,0,17855,,1000,1,0,0,5/29/97,0,9300405,8011632,0,3,Chinatown
9900/278,94105,15586,Office,47,123.1,198.4,2.4,2.4,113.6,7.3,132.6,208.4,1918636.6,14.46712539,08I,,5,O,1937,0,NA,215,3,2,C3R,C,0,39.35,18040,4657,52284.5,O,1000,0.25,0,0,,0,422165,770099,0,3,Financial District/South Beach
0294/013,94108,94000,Hotel,23,149.3,286,27.7,27.7,965.5,10.3,149.3,286,14034200,16.45700777,08I,,3,H1,1984,0,0,126,16,1,C3R,A,30,0,92000,0,9100,R,1000,1,0,0,5/1/70,988409,35678949,16394062,1980967,3,Financial District/South Beach
4231/002,94107,16250,Office,60,26.1,81.8,-10.7,-10.7,32.1,2,26.1,81.8,424125,12.9577835,09E,Potrero Hill,27,I,1957,0,0,9,1,1,M2,C,0,0,16300,0,63530,O,1000,1,0,0,7/22/50,0,1421362,4264092,0,10,Potrero Hill
4304/002,94124,41390,Office,77,33.3,79.6,-28.4,-28.4,93.4,2.3,35.9,82.4,1378287,14.13635198,09G,Hunters Point,25,O,1988,0,NA,0,2,1,CM,C,0,0,30000,278,0,,1000,1,1808494,0,,0,0,274040,0,6,West of Twin Peaks
0326/004,94102,29081,Retail Store,37,114.3,358.9,17.5,17.5,252.1,8.7,114.3,358.9,3323958.3,15.01666689,08I,,3,C,1910,0,0,11,2,1,C3R,C,0,93.5,29000,0,8738,,1000,1,0,0,1/31/95,0,7072729,6851220,0,3,Tenderloin
0310/001,94108,17090,Financial Office,34,100.3,270.1,18.4,18.4,126.2,7.4,103.1,273.5,1714127,14.35441447,08I,,3,C,1969,0,0,5,3,0,C3O,B,70.42,0,19875,5714,4401.25,R,1000,1,0,0,4/30/12,0,6979785,10469677,0,3,Financial District/South Beach
3728/002,94103,12250,Laboratory,3,148.2,334,171.3,171.3,120.2,9.8,151.1,337.1,1815450,14.41184393,09C,Inner ission,3,O,1912,0,NA,9,2,0,M1,C,0,0,0,0,42953,,1000,1,0,0,,0,1579488,2885124,0,3,Mission
7521/002C,94131,35853,Supermarket/Grocery Store,8,224.3,677.1,40.4,40.4,682,19,224.3,677.1,8041827.9,15.90016697,04B,Diamond Heights,44,C,1964,0,0,21,2,9,NCS,D,0,0,59759,4657,213748,O,1000,1,0,0,,0,4685456,2941418,0,8,Glen Park
0297/001,94102,168000,Hotel,65,62.3,136.7,-13.5,-13.5,686.2,4.1,62.7,137.2,10466400,16.16368068,08I,,3,U,1927,0,0,240,12,0,C3G,A,0,0,160062,0,12039,,1000,1,0,0,,4294090,3777631,944392,2728818,3,Nob Hill
0511/039,94123,16826,Hotel,90,34.8,109.1,-37.6,-37.6,31.1,2.6,37.2,116.9,585544.8,13.28029797,07D,Cow Hollow,4,VR,1986,0,0,0,0,0,RH2,,0,0,0,0,622,O,1000,1,0,0,8/11/95,0,0,121961,0,2,Marina
0309/007,94108,12400,Retail Store,76,40.1,126,-31.5,-31.5,37.7,3,40.1,126,497240,13.11682809,08I,,3,C,1907,0,0,5,4,3,C3R,C,20,0,12400,0,2750.4,R,1000,1,0,0,12/29/99,0,2507603,3510647,0,3,Financial District/South Beach
4019/002,94110,11824,Restaurant,3,93.7,190.2,299.6,299.6,70.6,6,93.7,190.2,1107908.8,13.91798483,09C,Inner ission,26,I,1924,0,0,6,2,0,PDR1G,B,24.25,0,11824,0,6212.5,R,1000,1,0,0,6/7/12,0,450837,1803350,0,9,Mission
0326/003,94102,18990,Retail Store,19,167.4,513,50.5,50.5,238.5,12.6,167.4,513,3178926,14.97205396,08I,,3,C,1909,0,0,7,2,4,C3R,C,0,68.37,27547,10400,9400,,1000,1,0,0,,0,393327,1127449,0,3,Tenderloin
0289/005,94104,396911,Office,88,55.3,133.3,-42,-42,1586.2,4,56.8,135.1,21949178.3,16.90424026,09D,Mission Bay,25,O,1973,0,NA,240,38,1,SSO,A,0,0,360713,0,15650,O,1000,1,0,0,,61651,183673649,30261509,0,6,Mission Bay
3794/010,94107,151855,Office,86,90.9,175.2,-40.1,-40.1,850.4,5.7,90.3,172.3,13803619.5,16.4404414,09H,South Beach,25,O,1903,0,0,27,7,0,M2,C,75,0,136950,0,22825,R,1000,1,0,0,,0,13338091,7886869,0,6,Mission Bay
0296/001,94102,34173,Retail Store,29,48.9,151.5,23,23,126,3.7,48.9,151.5,1671059.7,14.32896853,08I,,3,C,1913,0,0,50,4,1,C3R,C,0,76.88,34173,0,7588,,1000,1,0,0,,0,1169858,1329305,0,3,Nob Hill
3706/096,94103,1500000,Hotel,70,65,143.4,-17.5,-17.5,6403.4,4.3,65.4,143.4,97500000,18.39536294,09F,South of Market,25,H1,1989,0,0,0,0,0,C3R,,0,0,0,0,658,O,1000,0,0,0,,0,0,0,0,6,Financial District/South Beach
3719/018,94105,537024,Office,93,63.3,147.5,-48.9,-48.9,1959.9,4.2,64.3,148.6,33993619.2,17.34168339,08B,Financial District North,3,O,1967,0,NA,240,16,0,C3O,A,37.5,0,476189,0,5719,R,1000,1,0,0,7/19/10,4406091,23196681,12149362,197293,3,Financial District/South Beach
0266/006,94111,73640,Office,82,55.1,134.3,-34.8,-34.8,276.8,3.8,58.3,137.6,4057564,15.21609335,08B,Financial District North,3,O,1908,0,0,0,11,0,C3O,A,0,0,66032,0,7431,,1000,1,0,0,,0,7270249,2693449,0,3,Financial District/South Beach
0237/008,94111,45574,Office,5,168.3,348.9,87.3,87.3,492.7,10.8,171.2,352,7670104.2,15.85284076,08B,Financial District North,3,O,1913,0,0,0,6,0,C3O,C,27.5,0,42550,0,7740.53,R,1000,1,0,0,3/16/50,0,3411274,6822550,0,3,Financial District/South Beach
5585/004,94124,16500,Office,32,98.9,192.8,20.5,20.5,102.7,6.2,101.1,195,1631850,14.3052249,10A,Bayview,33,I,1947,0,0,20,1,0,M1,C,0,0,17100,0,43769,O,1000,1,0,0,11/27/96,0,886852,750668,0,10,Bayview Hunters Point
2405/037,94116,13040,Bank Branch,86,38.7,87.2,-39.8,-39.8,33.4,2.6,39.5,88.1,504648,13.13161644,02D,Parkside,17,B,1931,0,0,19,1,0,NC2,C,0,0,12040,0,13000,R,1000,1,0,0,,289778,1150986,1726482,0,4,Sunset/Parkside
3784/017,94103,18896,Other,99,20.4,36.7,-70.2,-70.2,23.7,1.3,21.5,38.1,385478.4,12.86224044,09D,Mission Bay,25,I,1900,0,0,9,4,0,SLI,D,75,0,0,0,3787.5,R,1000,0.25,0,0,,0,130443,44656,0,6,South of Market
3521/027,94103,16800,Office,97,41.4,117.2,-64.1,-64.1,50.4,3,42.5,118.3,695520,13.45241505,09F,South of Market,23,OCM,1946,0,0,8,3,2,SLR,D,0,0,9600,0,3192,,1000,1,0,0,12/16/11,0,423446,614778,0,6,Mission
1215/016,94117,30044,Office,49,107.3,164.5,0.1,0.1,188.2,6.3,107.3,164.5,3223721.2,14.9860469,05B,Haight Ashbury,9,C,1983,0,0,36,4,10,NC2,D,37.5,0,16575,0,20625,R,1000,1,0,0,,0,1387645,392189,0,5,Hayes Valley
0239/026,94104,380000,Financial Office,96,42.8,102.6,-56.1,-56.1,1198.2,2.9,44.4,104.3,16264000,16.60446463,08B,Financial District North,3,O,1959,0,0,220,12,2,C3O,A,0,0,409013,0,30775,,1000,1,0,0,,4833193,59340071,46039708,0,3,Financial District/South Beach
3957/002,94103,127074,Other - Education,29,76.8,189,33.6,33.6,667.8,5.3,77.3,189.6,9759283.2,16.09372951,09E,Potrero Hill,26,GZ,2002,0,0,0,2,0,M2,,0,0,126560,0,79997,,1000,1,0,0,4/15/11,0,3135370,2090246,0,10,Mission Bay
3749/062,94105,998592,Office,96,45.5,132.3,-56.4,-56.4,2790.8,3.3,45.9,132.8,45435936,17.63181389,09B,,25,PL,1908,0,NA,348,9,0,C3O,B,37.5,0,523000,0,37396,,1000,1,3049569,0,9/1/87,0,1319323,583103,0,6,Financial District/South Beach
3936/002,94103,72330,Office,100,17,34.3,-79.6,-79.6,78.3,1.1,18.5,35.8,1229610,14.0222076,09D,Mission Bay,26,VCI,1947,0,0,0,0,0,M2,,0,0,0,0,23095,,1000,1,0,0,5/16/96,0,0,1355193,0,10,Mission Bay
3776/005,94107,15930,Office,58,62,165.3,-8.9,-8.9,69.8,4.4,66.3,169.8,987660,13.80309379,08I,,3,C,1973,0,NA,11,4,0,C3R,C,0,96.42,12540,0,12000,O,1000,0.25,0,0,,0,279900,2389054,0,3,Financial District/South Beach
0224/002,94108,12264,K-12 School,99,4.5,14.2,-90,-90,4.2,0.3,4.5,14.2,55188,10.91850082,08C,Nob Hill,2,E,1908,0,0,14,3,2,CRNC,C,0,0,12264,0,5096,,1000,1,712196,0,,0,466824,245372,0,3,Chinatown
0348/026,94102,38795,Office,98,23.9,50,-63.4,-63.4,65.2,1.7,26.1,52.6,927200.5,13.73992511,08F,Van Ness/ Civic Center,3,O,1920,0,0,40,1,3,C3G,B,0,0,38795,0,0,,1000,1,0,0,,0,1121607,633261,0,6,Tenderloin
3958/001G,94103,12000,Office,7,108.4,320.2,116.3,116.3,96,8,109.9,319.9,1300800,14.07849002,09E,Potrero Hill,26,O,1912,0,0,4,2,0,PDR1D,C,0,0,15000,0,8500,R,1000,1,0,0,9/28/12,0,1513538,778602,0,10,Mission Bay
3966/002,94110,128800,Office,95,29.5,70,-54,-54,235.7,2,31,71.5,3799600,15.15040636,09C,Inner ission,26,I,1926,0,0,30,4,0,M1,C,0,0,129940,0,38000,R,1000,1,0,0,11/14/91,0,1586815,2885124,0,9,Mission
0700/006,94115,52462,Mixed Use Property,1,244.7,511.5,315.4,315.4,826.9,15.8,243.8,508.7,12837451.4,16.36787735,06C,West Portal,25,I,1924,0,NA,5,0,0,RH1D,B,37.5,0,0,0,12095,R,1007,1,0,0,9/1/87,0,2125798,626896,0,6,Mission Bay
3514/030,94103,91995,Office,100,24.3,48.6,-74.7,-74.7,141.9,1.5,26.2,50.6,2235478.5,14.61996586,09F,South of Market,23,I,1925,0,0,33,7,0,CM,B,0,0,0,0,12401,,1000,1,0,0,,0,960081,183931,0,6,Mission
0315/001,94102,50993,Office,96,35.9,69.9,-57.4,-57.4,115.1,2.3,37.3,71.6,1830648.7,14.42018094,09F,South of Market,24,O,1929,0,NA,93,5,0,C3G,C,0,0,51137,0,5678.4,,1000,1,0,0,,0,2114694,1171096,0,6,South of Market
3903/002,94103,63971,Non-Refrigerated Warehouse,87,10.6,27.6,-48.2,-48.2,33.4,0.7,10.6,27.6,678092.6,13.42703914,09C,Inner ission,26,I,2003,0,0,6,2,0,M1,,0,0,45050,5870,20599,O,1000,1,0,0,,0,3193558,1123242,0,9,Mission
3821/002,94107,95070,Non-Refrigerated Warehouse,99,11.1,32.3,-73.8,-73.8,77.5,0.8,11.3,32.6,1055277,13.86931385,09D,Mission Bay,25,I,1900,0,0,0,0,0,M2,C,50,0,95753,0,108000,R,1000,0.275,0,0,,0,1553429,755601,0,10,Mission Bay
0013/006,94133,40017,Mixed Use Property,8,113.4,229.9,86.7,86.7,289.3,7.2,115.4,231.9,4537927.8,15.32798103,08H,North Waterfront,1,C,1966,0,0,30,3,4,C2,C,0,0,40017,0,13750,R,1000,1,0,0,,0,2128595,1494539,0,3,North Beach
3526/011,94103,13250,Office,74,43.5,80.7,-25.1,-25.1,35.7,2.7,48.5,85.9,576375,13.26451377,08I,,3,O,1910,0,NA,7,2,1,C3O,B,0,0,14000,0,3700,O,1000,1,0,0,,0,730513,7025708,0,3,Financial District/South Beach
6474/034,94112,15444,Worship Facility,84,42.1,92.4,-38.8,-38.8,42.6,2.8,43.4,93.7,650192.4,13.3850236,08D,Western Addition,6,W,1946,0,NA,9,3,0,POLK,D,0,0,15600,0,2500,,1000,1,1850051,0,,0,908455,496791,0,2,Pacific Heights
3721/122,94105,347139,Office,98,42.3,111.6,-63.8,-63.8,1001.8,3,43,112.3,14683979.7,16.50226764,09B,,25,VCI,2002,0,0,0,0,0,C3O,,0,0,0,0,16308,,1016,1,0,0,2/6/13,0,34618000,40701735,0,6,Financial District/South Beach
0309/017,94108,21206,Office,95,34.1,93,-54,-54,51.6,2.4,34.5,93.4,723124.6,13.49133682,08I,,3,O,1908,0,0,63,7,0,C3R,A,0,0,24331,0,3436,,1000,1,0,0,8/12/50,0,4459183,10311864,0,3,Financial District/South Beach
5369/063,94124,14400,Non-Refrigerated Warehouse,57,18.2,55.3,-7.7,-7.7,19.6,1.4,18.2,55.3,262080,12.47640508,10A,Bayview,32,I,1951,0,0,4,2,1,M1,S,0,0,0,0,14997,,1000,0.25,0,0,,0,186960,93336,0,10,Bayview Hunters Point
0232/016,94111,1126589,Office,96,54.9,157.7,-53.3,-53.3,3109.2,4,54.9,157.7,61849736.1,17.94021839,09F,South of Market,25,O,1973,0,NA,0,23,3,NC3,A,0,0,663487,0,37840,,1000,1,0,0,3/11/11,0,117685680,69334204,0,6,Financial District/South Beach
3732/045,94103,10750,Office,81,31.6,73.1,-33.1,-33.1,22.7,2.1,34.4,76.1,339700,12.73581815,09F,South of Market,25,O,1936,0,0,0,2,1,RSD,,0,0,10300,0,6124,,1008,1,0,0,7/28/95,0,971662,406552,0,6,South of Market
7521/002A,94131,10728,Retail Store,29,48.5,148.8,20.9,20.9,44.6,4.2,49,149.3,520308,13.16217622,10E,Visitacion Valley,37,VR,1995,0,0,0,0,0,RH1,,0,0,0,0,1799,,1000,1,0,0,,0,0,0,0,10,Visitacion Valley
0327/012,94102,51709,Hotel,57,70.2,134.1,-6.6,-6.6,226.6,4.4,71.3,134.8,3629971.8,15.10473544,08I,,3,H2,1908,0,0,152,6,108,C3R,C,0,79.25,0,0,7387,,1000,1,0,0,,0,172595,1275320,0,3,Financial District/South Beach
3707/052,94105,609000,Hotel,78,68.3,155,-24.9,-24.9,2760.2,4.5,67.8,153.4,41594700,17.54348331,09B,,25,H1,1909,0,0,591,9,551,C3O,,0,0,591732,0,94599,,1000,1,0,0,,6635875,109725391,10091150,9852759,6,Financial District/South Beach
4082/005,94110,14472,Manufacturing/Industrial Plant,73,13.7,31.2,-25.1,NA,13.2,0.9,14.9,32.4,198266.4,12.19736686,09C,Inner ission,27,I,1923,0,0,8,2,1,M1,C,0,0,14472,0,12658,O,1000,0.5,0,0,,0,797806,113059,0,9,Mission
0018/004,94133,64530,College/University,91,71.1,137.5,-47.6,-47.6,198.6,4.5,74.8,142.9,4588083,15.33897285,08H,North Waterfront,1,O,1970,0,0,49,3,2,C2,B,75,0,43366,0,37812.5,R,1000,1,0,0,,0,3614645,6092111,0,3,North Beach
0285/009,94108,30900,College/University,95,59,107.6,-59,-59,112.2,3.6,62.4,111.3,1823100,14.41604891,08I,,3,E,1909,0,0,34,4,1,C3R,A,0,0,30037,0,6873,,1000,1,0,0,,0,518291,376931,0,3,Financial District/South Beach
0755/003,94115,15812,Worship Facility,78,14.9,21.6,-31,-31,13.5,0.9,15.8,22.7,235598.8,12.36988564,06D,Western Addition,6,W,1941,0,0,15,2,0,NC3,C,0,0,0,0,7906,,1007,1,709010,0,,0,604994,104016,0,5,Western Addition
0315/003,94102,115749,Hotel,47,54.6,115.6,2.3,2.3,409.1,3.5,54.6,115.6,6319895.4,15.65921322,08I,,2,H1,1907,0,NA,353,12,1,C2,A,0,0,180570,0,6875,,1000,1,0,0,1/31/12,0,23712358,17722323,0,3,Nob Hill
0451/004,94109,158360,Office,72,85.1,172,-22.8,-22.8,658.5,5.4,86.7,172.7,13476436,16.41645324,08E,Russian Hill,4,O,1908,0,0,0,0,0,C2,,0,0,0,0,57024,O,1000,1,0,0,12/29/93,2060728,8994034,5546195,2197952,2,Russian Hill
5719/005,94110,15000,Mixed Use Property,95,31.1,66.5,-46,-46,30.3,2,31.5,66.9,466500,13.0530133,09G,Yerba Buena,34,I,1926,0,0,9,2,2,NC2,D,0,0,14000,0,7200,O,1000,1,0,0,10/21/11,0,286896,1147586,0,9,Bernal Heights
0667/011,94109,28300,Retail Store,77,27.8,79,-31,-31,33.7,2,28.7,80,786740,13.5756531,09C,Inner ission,26,C,1968,0,NA,16,3,0,M2,A,0,0,28720,0,20000,,1000,1,0,0,4/30/12,0,5355392,11829047,0,10,Mission
0309/023,94108,64800,Office,34,88.1,199.6,17.6,17.6,408.8,6.3,87.5,197.6,5708880,15.55753342,08I,,3,C,1909,0,0,49,9,2,C3R,A,0,0,64800,0,8097,,1000,1,0,0,,0,879979,1620131,0,3,Financial District/South Beach
0165/007,94111,54700,Office,68,68.8,148.1,-19.3,-19.3,244.9,4.5,68.8,148.1,3763360,15.14082273,08B,Financial District North,2,O,1907,0,0,15,5,0,C2,C,37.6,0,54700,1111,9480.64,R,1000,1,0,0,10/6/60,0,9029847,6019897,0,3,Financial District/South Beach
0130/001,94133,20136,Bank Branch,98,24.1,64.4,-60.2,-60.2,20.7,1.7,25.9,66.6,485277.6,13.09247638,08D,North Beach,2,B,1929,0,0,13,1,0,NBEACH,C,70.98,0,12606,0,5678.4,R,1000,0.39,0,0,,0,261109,470049,0,3,Chinatown
0327/008,94102,17800,Retail Store,52,40.9,128.4,-2.7,-2.7,55.2,3.1,40.6,127.5,728020,13.4980838,09D,Mission Bay,3,H2,1962,0,NA,88,4,0,SSO,C,0,0,18572,0,6000,,1000,1,3229557,0,,23125,966673,424051,0,3,Financial District/South Beach
3735/059,94105,361041,Office,93,38,114.8,-51,-51,1012.1,2.8,38.1,114.9,13719558,16.43433296,09B,,25,O,1983,0,0,0,12,0,C3OSD,A,5,0,340000,0,32800,R,1005,1,0,0,9/15/11,0,74115080,31763606,0,6,Financial District/South Beach
3775/015,94107,39261,Office,49,63.3,192.4,0.2,0.2,185.8,4.7,64,193.1,2485221.3,14.72587227,09B,,25,O,1911,0,0,0,5,0,SSO,B,90,0,41880,0,8604,R,1000,1,0,0,12/16/10,0,7890681,3135370,0,6,Financial District/South Beach
0316/002,94102,384169,Parking,96,246.5,773.9,-56.2,NA,234.8,18.7,246.5,773.9,94697658.5,18.36619983,08I,,3,G,1955,0,0,24,9,2,C3G,B,0,0,393285,0,37810,,1000,1,0,0,,2506576,7187577,2900269,134331,3,Tenderloin
3780/078,94103,33549,Retail Store,28,85.6,232.1,30.5,30.5,189.5,5.6,85.2,230.8,2871794.4,14.87044762,09B,,25,I,1910,0,NA,3,2,0,C3O,C,0,0,17600,0,5902,R,1000,1,0,0,5/10/96,0,1483330,1494539,0,6,Financial District/South Beach
4316/002,94107,27897,Distribution Center,28,60,134.4,9.1,9.1,63,2.7,59.6,134,1673820,14.330619,09E,Potrero Hill,28,I,1949,0,0,8,1,0,M2,C,25,0,23780,0,25000,R,1000,1,0,0,8/31/50,0,836093,3344385,0,10,Bayview Hunters Point
0235/022,94111,785149,Office,97,38.6,110.7,-58.5,-58.5,2086.6,2.8,39.5,111.6,30306751.4,17.22688106,08B,Financial District North,3,O,1971,0,0,0,37,0,C3O,A,0,0,663487,0,39886.51,O,1000,1,0,0,,0,125074671,67607924,72451,3,Financial District/South Beach
0666/004,94109,12000,Other,38,67.7,133.7,8.6,8.6,51.3,4.3,67.7,133.7,812400,13.60774811,08F,Van Ness/ Civic Center,5,G,1900,0,0,3,2,0,RC4,D,0,0,12000,0,6000,R,1000,1,0,0,,0,1015342,974724,0,2,Western Addition
0647/012,94109,72621,Supermarket/Grocery Store,35,368.1,791.8,9.4,9.4,843.3,24,373.5,797.5,26731790.1,17.10136406,08F,Van Ness/ Civic Center,5,G,1927,0,0,4,2,0,NC3,B,0,0,0,0,13782,,1000,1,0,0,,0,360725,296072,0,2,Western Addition
3715/013,94105,97025,Office,82,55.8,152.1,-33.3,-33.3,342.2,4,56.9,153.2,5413995,15.50449783,09H,South Beach,25,O,1986,0,0,0,7,0,C3OSD,A,0,0,92093,0,12956,O,1004,1,0,0,,0,18814880,12543253,0,6,Financial District/South Beach
3775/101,94107,15500,Office,100,24,55.2,-74.2,-74.2,24,1.6,25.8,57.1,372000,12.82664913,09B,,25,I,1929,0,0,5,3,0,SSO,B,0,0,0,0,5597,,1000,1,0,0,,0,129650,67258,0,6,Financial District/South Beach
